epoch;W;Y;E
100;"(0.712096; -2.696760; 4.251218; -0.934429; 1.055626)";"(0.670271; 0.855896; 0.452092; 0.689172; 0.993022; 0.997609; 0.982287; 0.993889; 0.123181; 0.290085; 0.049792; 0.130880; 0.901883; 0.963716; 0.782409; 0.915124)";0.615318097506
101;"(0.714755; -2.707682; 4.267301; -0.939999; 1.060889)";"(0.670864; 0.856869; 0.451339; 0.689668; 0.993151; 0.997666; 0.982515; 0.993999; 0.122273; 0.289436; 0.049144; 0.129916; 0.902602; 0.964179; 0.782835; 0.915715)";0.61227430846
102;"(0.717390; -2.718518; 4.283274; -0.945541; 1.066126)";"(0.671451; 0.857831; 0.450587; 0.690159; 0.993277; 0.997720; 0.982738; 0.994107; 0.121377; 0.288795; 0.048508; 0.128966; 0.903311; 0.964634; 0.783257; 0.916300)";0.609272878578
103;"(0.720002; -2.729270; 4.299139; -0.951056; 1.071337)";"(0.672032; 0.858781; 0.449837; 0.690646; 0.993399; 0.997773; 0.982957; 0.994212; 0.120494; 0.288163; 0.047884; 0.128029; 0.904011; 0.965081; 0.783674; 0.916877)";0.606312756477
104;"(0.722592; -2.739940; 4.314897; -0.956542; 1.076522)";"(0.672608; 0.859720; 0.449090; 0.691128; 0.993518; 0.997825; 0.983172; 0.994315; 0.119623; 0.287540; 0.047271; 0.127104; 0.904702; 0.965520; 0.784086; 0.917447)";0.603392927396
105;"(0.725159; -2.750528; 4.330550; -0.962001; 1.081681)";"(0.673177; 0.860648; 0.448344; 0.691606; 0.993635; 0.997875; 0.983382; 0.994415; 0.118763; 0.286924; 0.046670; 0.126192; 0.905384; 0.965951; 0.784495; 0.918009)";0.600512411586
106;"(0.727704; -2.761037; 4.346101; -0.967433; 1.086815)";"(0.673742; 0.861566; 0.447599; 0.692079; 0.993748; 0.997924; 0.983588; 0.994512; 0.117916; 0.286316; 0.046080; 0.125291; 0.906058; 0.966375; 0.784899; 0.918565)";0.597670262787
107;"(0.730227; -2.771468; 4.361550; -0.972837; 1.091923)";"(0.674301; 0.862472; 0.446857; 0.692548; 0.993859; 0.997971; 0.983790; 0.994607; 0.117080; 0.285716; 0.045500; 0.124403; 0.906722; 0.966791; 0.785299; 0.919114)";0.594865566785
108;"(0.732730; -2.781823; 4.376900; -0.978215; 1.097007)";"(0.674855; 0.863369; 0.446117; 0.693014; 0.993967; 0.998017; 0.983988; 0.994700; 0.116255; 0.285123; 0.044931; 0.123526; 0.907379; 0.967200; 0.785695; 0.919657)";0.592097440034
109;"(0.735212; -2.792103; 4.392152; -0.983565; 1.102067)";"(0.675404; 0.864255; 0.445379; 0.693475; 0.994073; 0.998061; 0.984182; 0.994791; 0.115441; 0.284538; 0.044372; 0.122660; 0.908028; 0.967601; 0.786087; 0.920193)";0.589365028365
110;"(0.737674; -2.802310; 4.407307; -0.988890; 1.107102)";"(0.675948; 0.865131; 0.444643; 0.693933; 0.994176; 0.998104; 0.984372; 0.994880; 0.114637; 0.283959; 0.043824; 0.121805; 0.908668; 0.967996; 0.786475; 0.920722)";0.586667505743
111;"(0.740116; -2.812445; 4.422368; -0.994188; 1.112113)";"(0.676487; 0.865997; 0.443910; 0.694387; 0.994277; 0.998146; 0.984559; 0.994967; 0.113844; 0.283388; 0.043285; 0.120962; 0.909300; 0.968384; 0.786860; 0.921246)";0.584004073097
112;"(0.742539; -2.822508; 4.437337; -0.999460; 1.117101)";"(0.677021; 0.866853; 0.443178; 0.694837; 0.994375; 0.998187; 0.984743; 0.995051; 0.113062; 0.282823; 0.042755; 0.120129; 0.909925; 0.968765; 0.787241; 0.921763)";0.581373957208
113;"(0.744944; -2.832502; 4.452213; -1.004706; 1.122065)";"(0.677551; 0.867700; 0.442449; 0.695284; 0.994471; 0.998227; 0.984923; 0.995134; 0.112289; 0.282265; 0.042235; 0.119306; 0.910543; 0.969140; 0.787619; 0.922274)";0.578776409642
114;"(0.747329; -2.842428; 4.467000; -1.009926; 1.127006)";"(0.678076; 0.868538; 0.441722; 0.695727; 0.994565; 0.998265; 0.985099; 0.995215; 0.111526; 0.281713; 0.041724; 0.118494; 0.911152; 0.969509; 0.787993; 0.922780)";0.576210705748
115;"(0.749696; -2.852287; 4.481697; -1.015121; 1.131924)";"(0.678596; 0.869366; 0.440997; 0.696167; 0.994656; 0.998303; 0.985273; 0.995294; 0.110773; 0.281168; 0.041221; 0.117691; 0.911755; 0.969871; 0.788364; 0.923279)";0.5736761437
116;"(0.752046; -2.862081; 4.496308; -1.020291; 1.136819)";"(0.679113; 0.870185; 0.440275; 0.696604; 0.994746; 0.998340; 0.985443; 0.995371; 0.110029; 0.280629; 0.040728; 0.116899; 0.912350; 0.970227; 0.788731; 0.923773)";0.57117204358
117;"(0.754378; -2.871809; 4.510833; -1.025436; 1.141692)";"(0.679624; 0.870996; 0.439555; 0.697037; 0.994833; 0.998375; 0.985611; 0.995447; 0.109294; 0.280095; 0.040242; 0.116116; 0.912939; 0.970578; 0.789096; 0.924261)";0.56869774651
118;"(0.756693; -2.881475; 4.525273; -1.030556; 1.146543)";"(0.680132; 0.871798; 0.438837; 0.697467; 0.994919; 0.998410; 0.985775; 0.995520; 0.108568; 0.279568; 0.039765; 0.115343; 0.913520; 0.970922; 0.789457; 0.924744)";0.566252613829
119;"(0.758991; -2.891077; 4.539629; -1.035652; 1.151372)";"(0.680635; 0.872591; 0.438122; 0.697895; 0.995002; 0.998443; 0.985936; 0.995593; 0.107851; 0.279046; 0.039297; 0.114579; 0.914095; 0.971261; 0.789815; 0.925221)";0.563836026298
120;"(0.761272; -2.900619; 4.553904; -1.040723; 1.156178)";"(0.681135; 0.873375; 0.437409; 0.698319; 0.995084; 0.998476; 0.986095; 0.995663; 0.107143; 0.278529; 0.038836; 0.113824; 0.914663; 0.971594; 0.790170; 0.925694)";0.561447383353
121;"(0.763537; -2.910100; 4.568097; -1.045770; 1.160964)";"(0.681630; 0.874152; 0.436699; 0.698740; 0.995164; 0.998508; 0.986251; 0.995733; 0.106443; 0.278018; 0.038382; 0.113078; 0.915224; 0.971922; 0.790523; 0.926161)";0.559086102385
122;"(0.765787; -2.919522; 4.582211; -1.050793; 1.165728)";"(0.682121; 0.874920; 0.435991; 0.699159; 0.995242; 0.998539; 0.986404; 0.995800; 0.105752; 0.277513; 0.037937; 0.112341; 0.915779; 0.972245; 0.790872; 0.926622)";0.556751618059
123;"(0.768021; -2.928886; 4.596247; -1.055792; 1.170470)";"(0.682609; 0.875680; 0.435286; 0.699574; 0.995319; 0.998569; 0.986555; 0.995866; 0.105068; 0.277012; 0.037498; 0.111613; 0.916328; 0.972562; 0.791219; 0.927079)";0.554443381659
124;"(0.770239; -2.938193; 4.610205; -1.060768; 1.175192)";"(0.683093; 0.876432; 0.434583; 0.699987; 0.995394; 0.998599; 0.986703; 0.995931; 0.104393; 0.276517; 0.037067; 0.110893; 0.916871; 0.972875; 0.791563; 0.927531)";0.552160860466
125;"(0.772443; -2.947443; 4.624087; -1.065721; 1.179893)";"(0.683573; 0.877177; 0.433883; 0.700398; 0.995467; 0.998628; 0.986848; 0.995995; 0.103725; 0.276027; 0.036643; 0.110181; 0.917407; 0.973182; 0.791904; 0.927978)";0.549903537163
126;"(0.774632; -2.956638; 4.637894; -1.070650; 1.184574)";"(0.684049; 0.877914; 0.433185; 0.700805; 0.995539; 0.998656; 0.986991; 0.996057; 0.103066; 0.275541; 0.036226; 0.109478; 0.917938; 0.973485; 0.792242; 0.928421)";0.547670909267
127;"(0.776806; -2.965779; 4.651627; -1.075556; 1.189234)";"(0.684522; 0.878643; 0.432490; 0.701210; 0.995609; 0.998683; 0.987132; 0.996118; 0.102413; 0.275060; 0.035815; 0.108783; 0.918462; 0.973782; 0.792578; 0.928858)";0.545462488586
128;"(0.778967; -2.974866; 4.665287; -1.080440; 1.193874)";"(0.684991; 0.879365; 0.431798; 0.701613; 0.995678; 0.998710; 0.987271; 0.996177; 0.101769; 0.274584; 0.035411; 0.108095; 0.918981; 0.974075; 0.792912; 0.929291)";0.543277800698
129;"(0.781113; -2.983900; 4.678874; -1.085301; 1.198494)";"(0.685457; 0.880080; 0.431108; 0.702013; 0.995745; 0.998735; 0.987407; 0.996236; 0.101131; 0.274112; 0.035014; 0.107415; 0.919494; 0.974364; 0.793243; 0.929720)";0.541116384458
130;"(0.783246; -2.992883; 4.692391; -1.090140; 1.203095)";"(0.685920; 0.880787; 0.430421; 0.702411; 0.995811; 0.998761; 0.987541; 0.996293; 0.100501; 0.273645; 0.034623; 0.106743; 0.920002; 0.974648; 0.793571; 0.930144)";0.538977791519
131;"(0.785365; -3.001814; 4.705837; -1.094956; 1.207676)";"(0.686379; 0.881488; 0.429736; 0.702806; 0.995875; 0.998785; 0.987673; 0.996349; 0.099878; 0.273182; 0.034238; 0.106079; 0.920504; 0.974928; 0.793897; 0.930564)";0.536861585882
132;"(0.787471; -3.010695; 4.719215; -1.099751; 1.212237)";"(0.686835; 0.882181; 0.429054; 0.703199; 0.995939; 0.998809; 0.987802; 0.996404; 0.099261; 0.272723; 0.033859; 0.105421; 0.921000; 0.975203; 0.794221; 0.930979)";0.534767343455
133;"(0.789564; -3.019527; 4.732524; -1.104524; 1.216779)";"(0.687288; 0.882868; 0.428375; 0.703590; 0.996000; 0.998833; 0.987930; 0.996458; 0.098651; 0.272269; 0.033486; 0.104771; 0.921492; 0.975474; 0.794543; 0.931390)";0.532694651645
134;"(0.791645; -3.028310; 4.745766; -1.109275; 1.221303)";"(0.687738; 0.883548; 0.427699; 0.703978; 0.996061; 0.998856; 0.988056; 0.996510; 0.098048; 0.271818; 0.033119; 0.104129; 0.921978; 0.975741; 0.794862; 0.931797)";0.53064310895
135;"(0.793713; -3.037045; 4.758942; -1.114005; 1.225807)";"(0.688184; 0.884221; 0.427025; 0.704364; 0.996121; 0.998878; 0.988179; 0.996562; 0.097452; 0.271372; 0.032758; 0.103493; 0.922459; 0.976004; 0.795179; 0.932200)";0.528612324584
136;"(0.795768; -3.045733; 4.772052; -1.118714; 1.230293)";"(0.688628; 0.884887; 0.426353; 0.704749; 0.996179; 0.998900; 0.988301; 0.996613; 0.096862; 0.270929; 0.032402; 0.102863; 0.922935; 0.976263; 0.795494; 0.932599)";0.526601918104
137;"(0.797812; -3.054374; 4.785097; -1.123402; 1.234760)";"(0.689069; 0.885548; 0.425685; 0.705131; 0.996236; 0.998921; 0.988421; 0.996663; 0.096278; 0.270490; 0.032052; 0.102241; 0.923405; 0.976518; 0.795807; 0.932994)";0.524611519067
138;"(0.799844; -3.062970; 4.798079; -1.128068; 1.239209)";"(0.689506; 0.886201; 0.425019; 0.705511; 0.996292; 0.998942; 0.988539; 0.996711; 0.095701; 0.270055; 0.031707; 0.101625; 0.923871; 0.976769; 0.796117; 0.933384)";0.522640766686
139;"(0.801864; -3.071520; 4.810998; -1.132715; 1.243639)";"(0.689941; 0.886849; 0.424355; 0.705889; 0.996347; 0.998962; 0.988655; 0.996759; 0.095129; 0.269624; 0.031367; 0.101016; 0.924332; 0.977017; 0.796426; 0.933772)";0.520689309509
140;"(0.803872; -3.080026; 4.823854; -1.137340; 1.248052)";"(0.690373; 0.887490; 0.423695; 0.706265; 0.996400; 0.998982; 0.988770; 0.996806; 0.094564; 0.269196; 0.031032; 0.100413; 0.924789; 0.977261; 0.796733; 0.934155)";0.518756805111
141;"(0.805870; -3.088488; 4.836649; -1.141946; 1.252446)";"(0.690802; 0.888126; 0.423036; 0.706639; 0.996453; 0.999001; 0.988883; 0.996852; 0.094004; 0.268772; 0.030703; 0.099817; 0.925240; 0.977501; 0.797037; 0.934534)";0.516842919795
142;"(0.807856; -3.096907; 4.849383; -1.146531; 1.256823)";"(0.691229; 0.888755; 0.422381; 0.707011; 0.996505; 0.999020; 0.988994; 0.996897; 0.093451; 0.268351; 0.030378; 0.099227; 0.925687; 0.977738; 0.797340; 0.934910)";0.514947328305
143;"(0.809831; -3.105284; 4.862058; -1.151097; 1.261183)";"(0.691652; 0.889378; 0.421728; 0.707381; 0.996556; 0.999038; 0.989103; 0.996941; 0.092902; 0.267933; 0.030058; 0.098643; 0.926130; 0.977971; 0.797641; 0.935282)";0.513069713554
144;"(0.811796; -3.113618; 4.874673; -1.155642; 1.265525)";"(0.692074; 0.889996; 0.421078; 0.707749; 0.996605; 0.999056; 0.989211; 0.996985; 0.092360; 0.267519; 0.029743; 0.098065; 0.926568; 0.978201; 0.797939; 0.935651)";0.51120976636
145;"(0.813750; -3.121911; 4.887230; -1.160169; 1.269850)";"(0.692492; 0.890608; 0.420431; 0.708116; 0.996654; 0.999074; 0.989317; 0.997027; 0.091823; 0.267108; 0.029432; 0.097492; 0.927002; 0.978428; 0.798236; 0.936016)";0.509367185191
146;"(0.815694; -3.130163; 4.899729; -1.164675; 1.274157)";"(0.692908; 0.891214; 0.419786; 0.708480; 0.996702; 0.999091; 0.989422; 0.997069; 0.091292; 0.266700; 0.029126; 0.096926; 0.927431; 0.978651; 0.798531; 0.936378)";0.507541675923
147;"(0.817627; -3.138375; 4.912171; -1.169163; 1.278448)";"(0.693321; 0.891815; 0.419144; 0.708843; 0.996749; 0.999108; 0.989525; 0.997110; 0.090765; 0.266296; 0.028825; 0.096365; 0.927856; 0.978871; 0.798825; 0.936736)";0.505732951605
148;"(0.819551; -3.146548; 4.924556; -1.173631; 1.282722)";"(0.693732; 0.892410; 0.418505; 0.709205; 0.996795; 0.999124; 0.989627; 0.997151; 0.090245; 0.265894; 0.028528; 0.095810; 0.928277; 0.979088; 0.799116; 0.937091)";0.503940732236
149;"(0.821465; -3.154681; 4.936886; -1.178081; 1.286979)";"(0.694141; 0.893000; 0.417868; 0.709564; 0.996840; 0.999140; 0.989727; 0.997190; 0.089729; 0.265495; 0.028235; 0.095261; 0.928693; 0.979302; 0.799406; 0.937442)";0.502164744547
150;"(0.823368; -3.162775; 4.949161; -1.182512; 1.291220)";"(0.694547; 0.893584; 0.417234; 0.709922; 0.996885; 0.999156; 0.989826; 0.997229; 0.089218; 0.265100; 0.027947; 0.094717; 0.929106; 0.979513; 0.799694; 0.937790)";0.50040472179
151;"(0.825263; -3.170832; 4.961381; -1.186924; 1.295445)";"(0.694951; 0.894163; 0.416602; 0.710278; 0.996928; 0.999171; 0.989924; 0.997267; 0.088713; 0.264707; 0.027662; 0.094178; 0.929515; 0.979721; 0.799981; 0.938135)";0.498660403545
152;"(0.827148; -3.178851; 4.973548; -1.191318; 1.299653)";"(0.695352; 0.894737; 0.415973; 0.710633; 0.996971; 0.999186; 0.990020; 0.997305; 0.088212; 0.264317; 0.027382; 0.093645; 0.929919; 0.979926; 0.800265; 0.938477)";0.496931535517
153;"(0.829023; -3.186833; 4.985662; -1.195693; 1.303845)";"(0.695751; 0.895306; 0.415347; 0.710986; 0.997013; 0.999201; 0.990115; 0.997341; 0.087716; 0.263930; 0.027105; 0.093117; 0.930320; 0.980128; 0.800548; 0.938816)";0.495217869359
154;"(0.830890; -3.194778; 4.997723; -1.200051; 1.308021)";"(0.696148; 0.895869; 0.414723; 0.711337; 0.997054; 0.999215; 0.990208; 0.997377; 0.087225; 0.263546; 0.026833; 0.092594; 0.930717; 0.980327; 0.800830; 0.939151)";0.493519162487
155;"(0.832747; -3.202687; 5.009732; -1.204391; 1.312181)";"(0.696543; 0.896428; 0.414102; 0.711687; 0.997095; 0.999229; 0.990300; 0.997413; 0.086739; 0.263164; 0.026564; 0.092076; 0.931110; 0.980523; 0.801110; 0.939484)";0.491835177912
156;"(0.834596; -3.210561; 5.021689; -1.208712; 1.316326)";"(0.696936; 0.896982; 0.413483; 0.712035; 0.997135; 0.999243; 0.990391; 0.997448; 0.086257; 0.262785; 0.026299; 0.091563; 0.931499; 0.980717; 0.801388; 0.939813)";0.49016568407
157;"(0.836436; -3.218399; 5.033596; -1.213017; 1.320454)";"(0.697326; 0.897531; 0.412867; 0.712382; 0.997174; 0.999256; 0.990481; 0.997482; 0.085780; 0.262408; 0.026038; 0.091055; 0.931885; 0.980908; 0.801665; 0.940140)";0.488510454663
158;"(0.838267; -3.226202; 5.045453; -1.217304; 1.324568)";"(0.697714; 0.898075; 0.412254; 0.712727; 0.997212; 0.999269; 0.990569; 0.997516; 0.085307; 0.262034; 0.025780; 0.090552; 0.932267; 0.981097; 0.801940; 0.940463)";0.486869268506
159;"(0.840090; -3.233972; 5.057260; -1.221573; 1.328666)";"(0.698100; 0.898614; 0.411643; 0.713071; 0.997250; 0.999282; 0.990656; 0.997549; 0.084839; 0.261663; 0.025526; 0.090053; 0.932645; 0.981283; 0.802214; 0.940784)";0.485241909377
160;"(0.841905; -3.241707; 5.069018; -1.225825; 1.332749)";"(0.698484; 0.899149; 0.411035; 0.713413; 0.997287; 0.999294; 0.990743; 0.997581; 0.084375; 0.261294; 0.025275; 0.089560; 0.933020; 0.981466; 0.802486; 0.941102)";0.483628165872
161;"(0.843711; -3.249409; 5.080727; -1.230061; 1.336817)";"(0.698866; 0.899679; 0.410429; 0.713754; 0.997323; 0.999307; 0.990828; 0.997613; 0.083916; 0.260928; 0.025028; 0.089071; 0.933391; 0.981647; 0.802757; 0.941417)";0.482027831269
162;"(0.845509; -3.257078; 5.092388; -1.234279; 1.340870)";"(0.699246; 0.900205; 0.409826; 0.714093; 0.997359; 0.999319; 0.990911; 0.997645; 0.083461; 0.260564; 0.024784; 0.088586; 0.933759; 0.981826; 0.803026; 0.941729)";0.480440703393
163;"(0.847299; -3.264714; 5.104001; -1.238481; 1.344908)";"(0.699624; 0.900726; 0.409225; 0.714431; 0.997394; 0.999331; 0.990994; 0.997675; 0.083009; 0.260202; 0.024544; 0.088106; 0.934124; 0.982002; 0.803294; 0.942038)";0.478866584486
164;"(0.849082; -3.272318; 5.115568; -1.242667; 1.348932)";"(0.700000; 0.901243; 0.408627; 0.714768; 0.997428; 0.999342; 0.991076; 0.997706; 0.082563; 0.259842; 0.024307; 0.087630; 0.934485; 0.982176; 0.803560; 0.942345)";0.477305281082
165;"(0.850856; -3.279890; 5.127088; -1.246836; 1.352941)";"(0.700374; 0.901755; 0.408031; 0.715103; 0.997462; 0.999353; 0.991156; 0.997736; 0.082120; 0.259485; 0.024073; 0.087159; 0.934843; 0.982347; 0.803825; 0.942649)";0.47575660389
166;"(0.852623; -3.287431; 5.138562; -1.250988; 1.356935)";"(0.700747; 0.902263; 0.407438; 0.715437; 0.997496; 0.999364; 0.991236; 0.997765; 0.081681; 0.259130; 0.023842; 0.086692; 0.935197; 0.982517; 0.804089; 0.942951)";0.474220367675
167;"(0.854382; -3.294940; 5.149990; -1.255125; 1.360915)";"(0.701117; 0.902766; 0.406847; 0.715769; 0.997528; 0.999375; 0.991314; 0.997794; 0.081246; 0.258777; 0.023614; 0.086229; 0.935549; 0.982684; 0.804351; 0.943249)";0.472696391145
168;"(0.856134; -3.302419; 5.161373; -1.259245; 1.364881)";"(0.701486; 0.903266; 0.406259; 0.716101; 0.997561; 0.999386; 0.991392; 0.997822; 0.080815; 0.258427; 0.023389; 0.085771; 0.935897; 0.982848; 0.804612; 0.943546)";0.471184496844
169;"(0.857879; -3.309868; 5.172712; -1.263350; 1.368833)";"(0.701852; 0.903761; 0.405673; 0.716430; 0.997592; 0.999396; 0.991468; 0.997850; 0.080388; 0.258078; 0.023167; 0.085317; 0.936242; 0.983011; 0.804872; 0.943839)";0.469684511048
170;"(0.859616; -3.317286; 5.184006; -1.267439; 1.372770)";"(0.702217; 0.904252; 0.405089; 0.716759; 0.997623; 0.999406; 0.991544; 0.997877; 0.079964; 0.257732; 0.022948; 0.084866; 0.936584; 0.983172; 0.805130; 0.944131)";0.468196263661
171;"(0.861346; -3.324675; 5.195256; -1.271512; 1.376694)";"(0.702580; 0.904739; 0.404508; 0.717087; 0.997654; 0.999416; 0.991618; 0.997904; 0.079545; 0.257387; 0.022732; 0.084420; 0.936923; 0.983330; 0.805387; 0.944419)";0.466719588119
172;"(0.863069; -3.332034; 5.206464; -1.275570; 1.380604)";"(0.702942; 0.905223; 0.403930; 0.717413; 0.997684; 0.999426; 0.991692; 0.997931; 0.079129; 0.257045; 0.022519; 0.083978; 0.937259; 0.983486; 0.805643; 0.944706)";0.465254321293
173;"(0.864786; -3.339365; 5.217628; -1.279613; 1.384501)";"(0.703302; 0.905702; 0.403354; 0.717738; 0.997714; 0.999435; 0.991764; 0.997957; 0.078716; 0.256705; 0.022308; 0.083539; 0.937592; 0.983641; 0.805897; 0.944989)";0.463800303402
174;"(0.866495; -3.346666; 5.228750; -1.283640; 1.388383)";"(0.703660; 0.906177; 0.402780; 0.718061; 0.997743; 0.999445; 0.991836; 0.997983; 0.078308; 0.256366; 0.022100; 0.083105; 0.937922; 0.983793; 0.806151; 0.945271)";0.462357377917
175;"(0.868197; -3.353940; 5.239830; -1.287653; 1.392253)";"(0.704016; 0.906648; 0.402208; 0.718384; 0.997772; 0.999454; 0.991907; 0.998008; 0.077902; 0.256030; 0.021895; 0.082674; 0.938250; 0.983944; 0.806403; 0.945550)";0.460925391482
176;"(0.869893; -3.361185; 5.250868; -1.291650; 1.396109)";"(0.704370; 0.907116; 0.401639; 0.718705; 0.997800; 0.999463; 0.991977; 0.998033; 0.077501; 0.255695; 0.021693; 0.082247; 0.938574; 0.984092; 0.806653; 0.945827)";0.459504193827
177;"(0.871582; -3.368402; 5.261865; -1.295633; 1.399951)";"(0.704723; 0.907580; 0.401072; 0.719025; 0.997827; 0.999472; 0.992046; 0.998057; 0.077102; 0.255363; 0.021493; 0.081824; 0.938895; 0.984239; 0.806903; 0.946101)";0.45809363769
178;"(0.873265; -3.375592; 5.272821; -1.299601; 1.403781)";"(0.705075; 0.908040; 0.400508; 0.719344; 0.997855; 0.999480; 0.992115; 0.998081; 0.076707; 0.255032; 0.021295; 0.081404; 0.939214; 0.984384; 0.807151; 0.946373)";0.456693578735
179;"(0.874941; -3.382755; 5.283737; -1.303555; 1.407597)";"(0.705425; 0.908496; 0.399946; 0.719661; 0.997881; 0.999489; 0.992182; 0.998105; 0.076316; 0.254703; 0.021100; 0.080988; 0.939530; 0.984527; 0.807398; 0.946643)";0.455303875481
180;"(0.876611; -3.389891; 5.294613; -1.307494; 1.411401)";"(0.705773; 0.908949; 0.399386; 0.719978; 0.997908; 0.999497; 0.992249; 0.998128; 0.075928; 0.254376; 0.020908; 0.080575; 0.939844; 0.984668; 0.807644; 0.946911)";0.453924389228
181;"(0.878275; -3.397001; 5.305449; -1.311419; 1.415191)";"(0.706119; 0.909398; 0.398829; 0.720293; 0.997934; 0.999505; 0.992314; 0.998151; 0.075543; 0.254050; 0.020718; 0.080166; 0.940154; 0.984807; 0.807889; 0.947177)";0.452554983985
182;"(0.879932; -3.404084; 5.316246; -1.315329; 1.418969)";"(0.706465; 0.909844; 0.398274; 0.720608; 0.997959; 0.999513; 0.992380; 0.998174; 0.075161; 0.253727; 0.020530; 0.079761; 0.940462; 0.984945; 0.808133; 0.947440)";0.4511955264
183;"(0.881584; -3.411141; 5.327003; -1.319226; 1.422734)";"(0.706808; 0.910286; 0.397721; 0.720921; 0.997984; 0.999521; 0.992444; 0.998196; 0.074783; 0.253405; 0.020345; 0.079359; 0.940768; 0.985081; 0.808376; 0.947701)";0.449845885698
184;"(0.883229; -3.418173; 5.337723; -1.323108; 1.426487)";"(0.707150; 0.910724; 0.397170; 0.721233; 0.998009; 0.999528; 0.992507; 0.998218; 0.074407; 0.253085; 0.020162; 0.078960; 0.941071; 0.985215; 0.808617; 0.947960)";0.448505933612
185;"(0.884868; -3.425179; 5.348404; -1.326977; 1.430227)";"(0.707491; 0.911160; 0.396622; 0.721544; 0.998034; 0.999536; 0.992570; 0.998239; 0.074035; 0.252766; 0.019981; 0.078564; 0.941371; 0.985348; 0.808857; 0.948217)";0.447175544325
186;"(0.886502; -3.432160; 5.359047; -1.330832; 1.433955)";"(0.707830; 0.911591; 0.396075; 0.721854; 0.998058; 0.999543; 0.992632; 0.998260; 0.073666; 0.252449; 0.019803; 0.078172; 0.941669; 0.985479; 0.809097; 0.948472)";0.445854594404
187;"(0.888129; -3.439115; 5.369653; -1.334674; 1.437670)";"(0.708168; 0.912020; 0.395532; 0.722162; 0.998081; 0.999550; 0.992693; 0.998281; 0.073300; 0.252134; 0.019627; 0.077783; 0.941964; 0.985608; 0.809335; 0.948725)";0.444542962747
188;"(0.889751; -3.446047; 5.380222; -1.338502; 1.441373)";"(0.708504; 0.912445; 0.394990; 0.722470; 0.998104; 0.999558; 0.992754; 0.998302; 0.072936; 0.251820; 0.019452; 0.077398; 0.942257; 0.985736; 0.809572; 0.948976)";0.443240530522
189;"(0.891367; -3.452953; 5.390754; -1.342316; 1.445065)";"(0.708839; 0.912867; 0.394450; 0.722777; 0.998127; 0.999565; 0.992814; 0.998322; 0.072576; 0.251508; 0.019280; 0.077015; 0.942547; 0.985863; 0.809808; 0.949225)";0.441947181113
